t_s,z_i_v,z_q_v,shunt_v
1.572510e+00,1.674216e-02,-4.643512e-03,-2.945958e-03
1.572632e+00,1.562396e-02,7.166417e-03,2.544293e-03
1.572754e+00,1.277619e-02,1.133070e-02,4.260526e-03
1.572876e+00,7.738429e-03,3.298498e-03,7.996178e-03
1.572998e+00,9.802701e-03,3.463581e-03,-1.921194e-03
1.573120e+00,9.809385e-03,5.120059e-03,4.217788e-04
1.573242e+00,1.590106e-02,3.417558e-04,1.775225e-03
1.573364e+00,1.611095e-02,9.822043e-04,-1.085835e-03
1.573486e+00,1.022468e-02,6.726621e-03,4.932999e-03
1.573608e+00,9.618142e-03,9.037995e-03,2.217164e-04
1.573730e+00,2.101755e-02,1.418104e-02,-1.339078e-04
1.573853e+00,1.406503e-02,1.003314e-03,-5.890565e-03
1.573975e+00,1.863859e-02,6.412490e-03,-2.840155e-03
1.574097e+00,1.782315e-02,5.059253e-03,4.229501e-03
1.574219e+00,1.083134e-02,1.103636e-02,-1.293281e-03
1.574341e+00,1.369099e-02,1.633440e-03,3.422198e-03
1.574463e+00,1.222091e-02,5.528957e-03,4.204209e-03
1.574585e+00,1.019299e-02,2.296359e-03,-6.234539e-04
1.574707e+00,1.496104e-02,8.352226e-03,-6.148596e-03
1.574829e+00,1.073806e-02,2.267827e-03,2.617931e-03
1.574951e+00,7.763919e-03,8.256615e-03,7.222735e-04
1.575073e+00,1.476863e-02,8.083624e-03,2.231725e-03
1.575195e+00,1.023101e-02,5.256503e-03,-2.899438e-03
1.575317e+00,1.680993e-02,7.206653e-03,-1.682586e-03
1.575439e+00,9.819425e-03,-1.149416e-03,-1.406427e-03
1.575562e+00,1.462461e-02,7.290981e-03,3.962556e-03
1.575684e+00,1.442979e-02,-8.874824e-04,2.335687e-03
1.575806e+00,8.626158e-03,6.353558e-03,-6.901082e-03
1.575928e+00,1.675236e-02,8.306187e-03,-1.232518e-03
1.576050e+00,1.186515e-02,1.450548e-03,1.235096e-03
1.576172e+00,1.094303e-02,6.451736e-03,5.220888e-03
1.576294e+00,9.719190e-03,3.355454e-03,-6.204455e-03
1.576416e+00,2.050941e-02,9.075274e-04,-1.564683e-03
1.576538e+00,2.199565e-02,2.739631e-03,-1.805458e-03
1.576660e+00,1.510460e-02,8.383763e-03,2.825290e-03
1.576782e+00,8.359413e-03,3.945303e-03,6.194084e-03
1.576904e+00,1.746349e-02,5.335714e-03,-5.349946e-03
1.577026e+00,1.082700e-02,3.322669e-03,-8.687889e-04
1.577148e+00,1.509843e-02,5.637125e-03,-1.318159e-03
1.577271e+00,8.987649e-03,5.661512e-03,-2.245452e-03
1.577393e+00,1.014605e-02,8.846991e-03,-6.622993e-04
1.577515e+00,8.421301e-03,6.354229e-03,1.828671e-03
1.577637e+00,1.170073e-02,5.153979e-03,-2.569634e-03
1.577759e+00,1.425762e-02,7.374124e-03,3.019414e-03
1.577881e+00,8.953118e-03,7.075389e-03,-4.793189e-03
1.578003e+00,1.670881e-02,3.013266e-03,-1.343138e-04
1.578125e+00,9.855706e-03,3.357659e-03,3.136729e-03
1.578247e+00,8.213867e-03,7.254866e-03,-1.628904e-03
1.578369e+00,1.266753e-02,1.186723e-02,-8.943267e-04
1.578491e+00,1.246927e-02,6.256449e-03,1.387436e-03
1.578613e+00,1.579332e-02,2.745110e-03,4.065210e-03
1.578735e+00,7.604292e-03,7.974070e-03,-2.679100e-05
1.578857e+00,8.847303e-03,1.006131e-02,2.784072e-03
1.578979e+00,9.787571e-03,8.555519e-03,7.274415e-04
1.579102e+00,7.845342e-03,1.009750e-02,-1.380959e-04
1.579224e+00,1.372304e-02,1.073096e-02,9.310796e-04
1.579346e+00,1.578117e-02,8.407982e-03,-5.161271e-04
1.579468e+00,5.216469e-03,5.858386e-03,-5.975658e-03
1.579590e+00,1.003113e-02,9.700703e-03,4.672026e-04
1.579712e+00,1.163822e-02,1.105070e-02,-6.104193e-03
1.579834e+00,1.629063e-02,1.609838e-02,-3.035315e-03
1.579956e+00,1.801598e-02,1.291073e-02,-2.096491e-03
1.580078e+00,8.611138e-03,1.482516e-02,3.243668e-03
1.580200e+00,1.144378e-02,7.821370e-03,2.201921e-03
1.580322e+00,1.037420e-02,1.376711e-02,-2.920915e-04
1.580444e+00,1.534708e-02,8.238066e-03,2.106566e-03
1.580566e+00,1.025983e-02,1.213460e-02,4.151683e-03
1.580688e+00,1.031086e-02,1.445392e-02,-4.960230e-03
1.580811e+00,7.922457e-03,1.290851e-02,2.041695e-04
1.580933e+00,1.847819e-02,1.058074e-02,-6.165915e-04
1.581055e+00,7.091707e-03,8.877378e-04,6.651081e-04
1.581177e+00,7.440812e-03,1.398634e-02,1.636983e-03
1.581299e+00,4.220443e-03,1.030269e-02,3.381600e-03
1.581421e+00,1.538704e-02,7.111357e-03,-1.123222e-03
1.581543e+00,1.531835e-02,9.996115e-03,-7.424961e-03
1.581665e+00,1.657547e-02,8.349140e-03,-1.814855e-03
1.581787e+00,4.435543e-03,1.493059e-02,1.013815e-03
1.581909e+00,7.860489e-03,1.356853e-02,4.640084e-03
1.582031e+00,1.580732e-02,1.374095e-02,-6.853217e-04
1.582153e+00,6.454439e-03,6.829955e-03,5.060853e-05
1.582275e+00,7.491334e-03,7.400171e-03,2.288992e-03
1.582397e+00,1.079835e-02,3.338283e-03,-4.476388e-03
1.582520e+00,4.001189e-03,1.087408e-02,3.408125e-03
1.582642e+00,8.753305e-03,1.174528e-02,2.668534e-03
1.582764e+00,3.722042e-03,1.340105e-02,2.556539e-03
1.582886e+00,9.483432e-03,1.414656e-02,-3.391191e-05
1.583008e+00,2.283239e-03,1.580071e-02,1.394236e-03
1.583130e+00,8.798855e-03,1.594802e-02,-8.362179e-04
1.583252e+00,8.409237e-03,1.774780e-02,-3.033035e-03
1.583374e+00,8.873694e-03,1.763853e-02,5.156602e-03
1.583496e+00,5.503306e-03,1.703133e-02,4.124616e-03
1.583618e+00,8.491081e-03,7.999590e-03,-6.574726e-03
1.583740e+00,5.534652e-03,1.524550e-02,-2.643219e-03
1.583862e+00,5.373372e-03,9.761146e-03,1.567213e-03
1.583984e+00,9.986955e-03,1.707975e-02,-1.707995e-03
1.584106e+00,4.867756e-03,9.006841e-03,-1.179214e-03
1.584229e+00,2.120076e-03,4.963675e-03,7.223625e-04
1.584351e+00,6.247455e-03,1.648302e-02,3.813688e-03
1.584473e+00,5.205750e-03,7.450437e-03,2.649391e-05
1.584595e+00,7.421947e-03,1.240352e-02,1.768766e-03
1.584717e+00,1.065155e-02,6.728771e-03,-1.428612e-03
1.584839e+00,9.349006e-03,1.400203e-02,-3.478863e-03
1.584961e+00,1.722608e-02,1.307401e-02,-1.982445e-03
1.585083e+00,2.743166e-03,1.457851e-02,2.240818e-03
1.585205e+00,3.267879e-03,1.526327e-02,3.170569e-03
1.585327e+00,8.098099e-03,1.409148e-02,-3.174047e-03
1.585449e+00,2.751621e-04,2.328358e-02,4.023982e-03
1.585571e+00,4.738155e-03,7.346943e-03,-1.093756e-03
1.585693e+00,1.034886e-02,1.078928e-02,-8.770463e-03
1.585815e+00,6.202362e-03,2.349153e-02,8.821972e-04
1.585938e+00,4.633266e-03,1.375355e-02,-4.413298e-04
1.586060e+00,4.603671e-03,1.714582e-02,6.213512e-04
1.586182e+00,6.392801e-03,1.485401e-02,1.029008e-03
1.586304e+00,7.077467e-03,8.744225e-03,4.597867e-03
1.586426e+00,3.775570e-03,1.838673e-02,-2.559383e-04
1.586548e+00,4.340701e-03,8.415846e-03,1.886373e-03
1.586670e+00,3.056469e-03,1.059912e-02,4.337682e-03
1.586792e+00,1.029074e-02,1.160211e-02,3.966994e-03
1.586914e+00,7.881248e-03,9.234018e-03,4.123726e-03
1.587036e+00,4.861775e-03,1.313216e-02,-5.681659e-03
1.587158e+00,-3.150214e-03,1.344850e-02,3.878446e-03
1.587280e+00,-2.304848e-03,2.071361e-02,-1.993209e-04
1.587402e+00,1.402539e-04,7.019478e-03,-6.648030e-03
1.587524e+00,7.539686e-03,1.759503e-02,-3.399532e-04
1.587646e+00,2.383197e-03,1.472028e-02,-3.659295e-04
1.587769e+00,1.039218e-02,7.417127e-03,1.743050e-03
1.587891e+00,4.017569e-03,7.890518e-03,6.547939e-03
1.588013e+00,5.927817e-04,2.086576e-02,-3.918959e-03
1.588135e+00,2.080340e-03,1.758509e-02,-2.581194e-03
1.588257e+00,3.502271e-03,7.169893e-03,3.312999e-03
1.588379e+00,1.962927e-03,1.346084e-02,3.978878e-04
1.588501e+00,-7.898048e-04,1.296517e-02,-4.011179e-03
1.588623e+00,4.427214e-03,1.278836e-02,-7.852874e-04
1.588745e+00,4.379100e-03,1.443029e-02,1.205396e-03
1.588867e+00,4.062003e-03,1.376483e-02,6.170889e-03
1.588989e+00,-8.197552e-03,1.264861e-02,-4.016805e-03
1.589111e+00,5.813929e-03,1.682529e-02,1.270505e-03
1.589233e+00,6.453999e-03,1.155182e-02,-3.163255e-03
1.589355e+00,-1.468349e-03,1.584216e-02,9.143998e-04
1.589478e+00,8.627897e-04,1.111847e-02,-8.635693e-04
1.589600e+00,-2.062830e-03,1.313667e-02,-5.561855e-03
1.589722e+00,-1.138135e-03,1.385996e-02,-1.167244e-03
1.589844e+00,3.429902e-04,1.470787e-02,-2.979404e-03
1.589966e+00,3.140644e-03,1.957864e-02,-1.028755e-03
1.590088e+00,2.110451e-03,1.287923e-02,-4.254129e-04
1.590210e+00,-5.035035e-03,1.592816e-02,2.173878e-03
1.590332e+00,6.542818e-03,1.376031e-02,3.904620e-04
1.590454e+00,-4.694848e-03,1.574578e-02,-4.048890e-03
1.590576e+00,6.103943e-03,1.620464e-02,3.824461e-03
1.590698e+00,7.178391e-03,1.858823e-02,1.014739e-04
1.590820e+00,1.360383e-03,1.839551e-02,1.092051e-03
1.590942e+00,-3.931353e-03,1.777243e-02,-7.012247e-04
1.591064e+00,-5.419336e-04,1.613807e-02,7.279025e-03
1.591187e+00,-7.711083e-03,1.033589e-02,3.276168e-04
1.591309e+00,-2.854129e-03,9.836842e-03,-2.306034e-04
1.591431e+00,1.957147e-03,2.006459e-02,2.110933e-03
1.591553e+00,-3.587734e-03,1.025209e-02,-4.603315e-03
1.591675e+00,2.830806e-04,1.780080e-02,-2.452063e-03
1.591797e+00,-1.907343e-03,1.733342e-02,1.277012e-03
1.591919e+00,-3.627992e-03,2.048987e-02,1.566032e-03
1.592041e+00,-2.088824e-03,1.723044e-02,4.754507e-04
1.592163e+00,-3.088678e-03,8.231800e-03,1.457614e-04
1.592285e+00,9.486986e-04,1.316168e-02,-3.224871e-03
1.592407e+00,-5.033831e-04,1.725012e-02,4.794995e-03
1.592529e+00,-1.682923e-03,6.736479e-03,3.949433e-03
1.592651e+00,7.875405e-04,2.578095e-03,-2.763967e-03
1.592773e+00,-1.745178e-03,1.491854e-02,1.772879e-04
1.592896e+00,-3.970090e-03,1.987277e-02,6.725750e-04
1.593018e+00,-1.403523e-03,1.161393e-02,3.545693e-03
1.593140e+00,-2.963940e-03,6.357396e-03,1.307218e-03
1.593262e+00,-6.442271e-03,1.809262e-02,1.747914e-03
1.593384e+00,1.268983e-03,1.148692e-02,7.006070e-03
1.593506e+00,-1.393556e-03,1.930193e-02,-5.403140e-03
1.593628e+00,-2.106764e-03,1.861261e-02,-1.695701e-03
1.593750e+00,-2.911405e-03,1.342427e-02,1.151747e-03
1.593872e+00,-7.503888e-03,2.293622e-02,-3.015599e-03
1.593994e+00,6.466227e-04,1.802823e-02,9.570809e-04
1.594116e+00,-6.028946e-03,1.009946e-02,1.984934e-03
1.594238e+00,-9.727054e-03,1.594678e-02,1.777565e-03
1.594360e+00,2.405072e-03,9.706989e-03,4.107208e-03
1.594482e+00,-1.039119e-02,1.131187e-02,-5.860725e-04
1.594604e+00,1.029826e-03,1.828471e-02,-2.735275e-03
1.594727e+00,-6.553841e-03,1.995781e-02,8.842496e-04
1.594849e+00,-1.178734e-03,1.863849e-02,-1.450430e-03
1.594971e+00,-2.587678e-03,1.714517e-02,2.190932e-03
1.595093e+00,2.140388e-03,1.188568e-02,-2.643058e-03
1.595215e+00,-3.883395e-03,1.481866e-02,2.309638e-03
1.595337e+00,-4.091233e-03,5.988323e-03,-1.021915e-03
1.595459e+00,-1.532132e-02,1.190348e-02,3.886164e-03
1.595581e+00,2.321956e-04,1.296480e-02,5.163045e-03
1.595703e+00,-1.158953e-04,1.335109e-02,-2.426347e-03
1.595825e+00,2.999329e-03,1.210254e-02,-3.154495e-03
1.595947e+00,-8.396237e-03,1.640543e-02,-4.189637e-03
1.596069e+00,-9.500233e-03,1.416613e-02,3.156673e-03
1.596191e+00,2.582636e-03,1.153594e-02,3.060316e-03
1.596313e+00,-4.385475e-03,1.210767e-02,-1.676840e-03
1.596436e+00,-4.830457e-03,1.039350e-02,4.052403e-05
1.596558e+00,-5.280152e-04,1.403823e-02,2.521304e-03
1.596680e+00,-1.161754e-02,1.586779e-02,-2.688613e-03
1.596802e+00,-7.949218e-03,9.049443e-03,-1.433307e-03
1.596924e+00,-6.838733e-03,1.070722e-02,-1.272260e-04
1.597046e+00,-2.527337e-04,1.624081e-02,1.147803e-03
1.597168e+00,-8.498112e-03,9.943328e-03,-3.234557e-03
1.597290e+00,-7.313368e-03,9.382450e-03,-3.570969e-03
1.597412e+00,-2.782549e-03,9.682944e-03,-6.986761e-04
1.597534e+00,-7.832846e-03,7.392219e-03,1.278753e-03
1.597656e+00,-2.521156e-03,1.053926e-02,1.119689e-03
1.597778e+00,-3.600764e-03,1.285222e-02,-3.567844e-03
1.597900e+00,-1.401356e-02,8.020304e-03,4.354354e-03
1.598022e+00,-4.044537e-03,8.770440e-03,-4.744010e-03
1.598145e+00,-6.899780e-03,8.256223e-03,9.830221e-04
1.598267e+00,-7.413653e-03,1.523801e-02,-2.575174e-03
1.598389e+00,-1.058589e-02,9.206893e-03,-7.643763e-04
1.598511e+00,-1.569488e-02,7.494356e-03,1.908272e-03
1.598633e+00,-6.657483e-03,1.772665e-02,7.704333e-04
1.598755e+00,-9.539732e-03,5.822108e-03,2.384084e-03
1.598877e+00,-4.319636e-03,1.518576e-02,-3.463242e-03
1.598999e+00,-4.797815e-03,9.608791e-03,-3.326046e-03
1.599121e+00,-7.412063e-03,9.569652e-03,1.562836e-03
1.599243e+00,-8.003377e-03,1.205535e-02,-1.562468e-03
1.599365e+00,-7.505038e-03,1.600171e-02,2.727817e-03
1.599487e+00,-4.985461e-03,1.216132e-02,-4.009057e-04
1.599609e+00,-7.861298e-03,9.953668e-03,5.451699e-03
1.599731e+00,-1.169321e-02,1.057704e-02,2.088441e-03
1.599854e+00,-1.238170e-02,8.822617e-03,1.690057e-03
1.599976e+00,-1.149588e-02,6.587909e-03,5.599902e-04
1.600098e+00,-1.080583e-02,1.470321e-02,-6.831206e-03
1.600220e+00,-1.067175e-02,9.161479e-03,-9.741314e-04
1.600342e+00,-6.548287e-03,7.803228e-03,1.989842e-03
1.600464e+00,-9.539780e-03,1.068239e-02,4.929079e-03
1.600586e+00,-1.093521e-02,1.238128e-02,2.873773e-03
1.600708e+00,-1.196571e-02,6.893360e-03,-4.091157e-04
1.600830e+00,-1.205878e-02,1.653668e-02,-2.122932e-03
1.600952e+00,-7.671125e-03,1.482084e-02,-2.972733e-03
1.601074e+00,-6.222868e-03,1.140618e-02,-4.814765e-03
1.601196e+00,-1.106517e-02,1.114480e-02,-5.596809e-04
1.601318e+00,-1.181782e-02,7.947290e-03,-1.416297e-03
1.601440e+00,-1.107691e-02,1.082293e-02,-3.750642e-03
1.601562e+00,-1.061366e-02,9.742408e-03,1.151651e-03
1.601685e+00,-8.454416e-03,1.283679e-02,-2.341598e-04
1.601807e+00,-1.103284e-02,9.638768e-03,7.496170e-04
1.601929e+00,-1.259441e-02,1.352631e-02,1.214632e-03
1.602051e+00,-1.167143e-02,1.204841e-02,-5.185746e-03
1.602173e+00,-7.636698e-03,7.469177e-03,3.435278e-03
1.602295e+00,-9.010791e-03,3.228103e-03,-2.677040e-03
1.602417e+00,-9.209819e-03,1.641754e-02,1.790056e-03
1.602539e+00,-1.316845e-02,1.456309e-02,2.949428e-03
1.602661e+00,-1.258256e-02,1.391761e-02,-6.421106e-03
1.602783e+00,-5.901361e-03,4.698613e-03,-5.161341e-04
1.602905e+00,-5.053063e-03,-2.553205e-04,8.404114e-03
1.603027e+00,-1.096613e-02,6.781458e-03,5.180415e-03
1.603149e+00,-8.387493e-03,1.024489e-02,-8.369096e-04
1.603271e+00,-1.106811e-02,8.686938e-03,7.588151e-04
1.603394e+00,-1.683757e-02,5.745217e-03,2.084746e-03
1.603516e+00,-4.438362e-03,2.060107e-03,-2.171016e-05
1.603638e+00,-1.208768e-02,9.104809e-03,-3.423554e-03
1.603760e+00,-1.398374e-02,8.884629e-03,-2.203718e-03
1.603882e+00,-1.681120e-02,2.016328e-03,3.662446e-04
1.604004e+00,-1.163411e-02,7.580136e-04,4.401702e-03
1.604126e+00,-5.034434e-03,8.670306e-03,5.789375e-03
1.604248e+00,-1.131161e-02,-4.348619e-04,-5.957674e-05
1.604370e+00,-1.908400e-02,3.352811e-03,3.736001e-03
1.604492e+00,-1.810603e-02,2.648279e-03,5.422526e-03
1.604614e+00,-1.364622e-02,7.581983e-03,5.446211e-03
1.604736e+00,-1.824973e-02,1.129773e-02,3.347456e-03
1.604858e+00,-1.520997e-02,1.142464e-03,4.502307e-03
1.604980e+00,-1.108310e-02,4.698789e-03,7.647239e-04
1.605103e+00,-1.637604e-02,7.373547e-03,-5.558758e-04
1.605225e+00,-2.128275e-02,4.181519e-03,-6.982759e-04
1.605347e+00,-8.274875e-03,1.448740e-02,1.106336e-03
1.605469e+00,-1.886992e-04,4.966097e-03,-1.054001e-04
1.605591e+00,-9.595790e-03,7.562065e-03,-4.045421e-03
1.605713e+00,-1.792102e-02,1.143143e-02,-9.334281e-04
1.605835e+00,-1.538820e-02,1.089214e-02,5.188589e-04
1.605957e+00,-1.154856e-02,9.370444e-03,-1.878703e-03
1.606079e+00,-7.068730e-03,6.529832e-03,-3.452047e-03
1.606201e+00,-7.126563e-03,6.636924e-03,6.282468e-03
1.606323e+00,-1.892935e-02,1.152820e-02,-5.505219e-03
1.606445e+00,-1.733141e-02,-1.841720e-03,9.161626e-04
1.606567e+00,-5.856357e-03,7.066503e-03,-1.442881e-03
1.606689e+00,-1.642473e-02,2.631126e-03,-6.877236e-03
1.606812e+00,-1.329783e-02,7.691449e-03,5.289094e-03
1.606934e+00,-1.124156e-02,2.795586e-03,-2.220536e-03
1.607056e+00,-3.667381e-03,5.922301e-03,-2.881329e-03
1.607178e+00,-7.362628e-03,1.199826e-03,-4.217973e-04
1.607300e+00,-1.307808e-02,5.637940e-03,2.423663e-03
1.607422e+00,-1.206883e-02,6.734738e-03,-1.226152e-03
1.607544e+00,-1.624369e-02,1.595685e-03,-1.355932e-03
1.607666e+00,-1.227453e-02,1.510901e-03,-1.978324e-03
1.607788e+00,-9.375566e-03,2.761126e-03,5.102096e-04
1.607910e+00,-2.306917e-02,5.053315e-03,-2.514574e-03
1.608032e+00,-1.532502e-02,7.791445e-03,-1.158807e-03
1.608154e+00,-9.462510e-03,4.516807e-04,4.869959e-03
1.608276e+00,-1.058027e-02,6.594399e-03,-1.667461e-03
1.608398e+00,-1.541526e-02,1.755481e-02,7.144885e-04
1.608521e+00,-1.588473e-02,1.025996e-02,-7.680023e-04
1.608643e+00,-1.206819e-02,1.696026e-02,-1.222626e-03
1.608765e+00,-1.195053e-02,3.830628e-04,-1.975731e-03
1.608887e+00,-1.006743e-02,2.644472e-03,-4.480466e-03
1.609009e+00,-1.127530e-02,6.245006e-04,-4.262349e-03
1.609131e+00,-1.836671e-02,5.606947e-03,-1.810229e-04
1.609253e+00,-1.180558e-02,3.224035e-03,7.756518e-04
1.609375e+00,-1.879374e-02,5.079882e-03,3.153702e-03
1.609497e+00,-8.126490e-03,1.137068e-03,9.321270e-04
1.609619e+00,-1.971225e-02,2.691898e-03,-3.081204e-03
1.609741e+00,-1.433660e-02,5.775430e-04,3.424356e-04
1.609863e+00,-1.141044e-02,6.579856e-03,-7.486985e-04
1.609985e+00,-1.287089e-02,-2.430558e-03,1.562895e-03
1.610107e+00,-8.578034e-03,3.969381e-03,1.244305e-03
1.610229e+00,-1.064212e-02,2.152988e-03,9.870822e-04
1.610352e+00,-1.604931e-02,5.345537e-04,2.401979e-03
1.610474e+00,-1.293121e-02,1.399074e-03,-2.661596e-03
1.610596e+00,-8.202805e-03,2.895348e-03,1.001430e-03
1.610718e+00,-1.509398e-02,-2.251981e-03,5.609100e-04
1.610840e+00,-1.629849e-02,-2.005321e-03,5.996544e-03
1.610962e+00,-6.293199e-03,5.191876e-03,-3.845764e-03
1.611084e+00,-1.651209e-02,-7.322102e-04,3.596509e-03
1.611206e+00,-1.855632e-02,5.955917e-03,1.612952e-04
1.611328e+00,-1.339456e-02,1.818731e-03,2.889778e-03
1.611450e+00,-1.060831e-02,2.370172e-03,5.099793e-03
1.611572e+00,-1.144456e-02,3.407359e-03,4.161520e-03
1.611694e+00,-1.624125e-02,2.258493e-04,-1.801650e-03
1.611816e+00,-1.203684e-02,-1.003719e-03,-5.595390e-04
1.611938e+00,-2.311811e-02,-5.073668e-03,1.090985e-04
1.612061e+00,-1.185566e-02,2.599269e-03,-9.444916e-04
1.612183e+00,-1.615745e-02,-1.946557e-03,3.013961e-03
1.612305e+00,-1.428560e-02,3.360075e-03,-1.070190e-03
1.612427e+00,-1.274280e-02,-1.346214e-03,8.767059e-04
1.612549e+00,-2.149105e-02,4.563512e-03,-2.547526e-03
1.612671e+00,-1.508964e-02,5.886648e-03,5.640565e-03
1.612793e+00,-1.069947e-02,1.933133e-03,-2.357027e-03
1.612915e+00,-1.534943e-02,1.690264e-03,-3.601231e-03
1.613037e+00,-1.301539e-02,-7.499828e-03,1.669257e-03
1.613159e+00,-1.008175e-02,-1.011371e-03,-5.713798e-03
1.613281e+00,-1.618494e-02,-2.049602e-03,2.590110e-03
1.613403e+00,-1.960225e-02,-2.116161e-04,-4.031681e-03
1.613525e+00,-1.045012e-02,1.677022e-03,-2.276178e-04
1.613647e+00,-1.133492e-02,-9.622207e-03,-2.923434e-03
1.613770e+00,-9.336199e-03,-1.040939e-02,3.131484e-03
1.613892e+00,-1.465428e-02,-4.801647e-03,2.498819e-03
1.614014e+00,-9.802528e-03,3.643710e-03,7.587019e-03
1.614136e+00,-1.546665e-02,-4.365492e-03,-4.392236e-03
1.614258e+00,-1.225183e-02,-5.229587e-04,-3.340191e-03
1.614380e+00,-1.181268e-02,-6.841379e-03,-1.320360e-03
1.614502e+00,-4.274732e-03,-3.632900e-03,-4.430830e-05
1.614624e+00,-6.561446e-03,-2.267971e-03,3.777103e-05
1.614746e+00,-3.273665e-03,-7.852112e-03,-8.019021e-04
1.614868e+00,-6.236275e-03,-9.385469e-03,-4.979562e-04
1.614990e+00,-1.646182e-02,-4.390919e-03,-2.027060e-03
1.615112e+00,-1.408266e-02,-7.322339e-03,3.175632e-03
1.615234e+00,-1.030521e-02,-6.524421e-03,3.551393e-03
1.615356e+00,-1.002894e-02,-5.708312e-03,-2.377347e-03
1.615479e+00,-1.514998e-02,-6.326179e-03,3.246634e-03
1.615601e+00,-8.468401e-03,1.045380e-03,-1.952675e-03
1.615723e+00,-1.334049e-02,-6.431196e-03,-1.768064e-03
1.615845e+00,-7.749217e-03,-5.131963e-03,-5.012378e-04
1.615967e+00,-1.475702e-02,-1.035882e-03,1.342232e-03
1.616089e+00,-9.890476e-03,-2.720899e-03,5.044357e-03
1.616211e+00,-1.780728e-02,-8.911263e-04,-9.270868e-04
1.616333e+00,-8.561310e-03,-1.447693e-03,-9.621820e-06
1.616455e+00,-1.067268e-02,-1.152605e-03,8.752641e-04
1.616577e+00,-8.619732e-03,-6.238646e-03,3.988002e-03
1.616699e+00,-2.343759e-02,-5.704733e-03,7.031913e-03
1.616821e+00,-1.096630e-02,-2.990335e-03,1.253683e-03
1.616943e+00,-1.276738e-02,2.544149e-04,8.585318e-04
1.617065e+00,-1.262300e-02,-5.659653e-03,-3.564424e-03
1.617188e+00,-1.506294e-02,-8.061754e-03,-2.341182e-03
1.617310e+00,-1.068290e-02,-1.788263e-03,-6.287023e-04
1.617432e+00,-9.024164e-03,1.926764e-03,-2.493819e-03
1.617554e+00,-1.114851e-02,-9.533224e-03,8.143140e-03
1.617676e+00,-6.262968e-03,-1.496458e-03,2.674195e-03
1.617798e+00,-1.427368e-02,-2.974129e-03,1.908616e-03
1.617920e+00,-1.777900e-02,-6.928273e-03,2.719180e-03
1.618042e+00,-9.005009e-03,2.650395e-03,-9.127209e-04
1.618164e+00,-1.580027e-02,-8.538584e-03,2.835566e-03
1.618286e+00,-8.698843e-03,-4.828297e-03,-2.842148e-03
1.618408e+00,-8.326706e-03,-1.298468e-03,-1.657483e-03
1.618530e+00,-1.891668e-02,-1.130295e-03,3.577421e-03
1.618652e+00,-7.022071e-03,-5.616632e-03,4.433878e-04
1.618774e+00,-1.259086e-02,-6.395632e-03,-3.686551e-04
1.618896e+00,-1.456930e-02,-1.862944e-04,-1.640971e-03
1.619019e+00,-1.981682e-03,-3.437881e-03,7.888366e-03
1.619141e+00,-7.538020e-03,-7.369626e-03,-2.011511e-03
1.619263e+00,-1.388626e-02,-1.830134e-03,-3.891194e-04
1.619385e+00,-1.500269e-02,-7.267398e-03,3.472103e-03
1.619507e+00,-1.352325e-02,-6.435417e-03,1.420058e-03
1.619629e+00,-1.703597e-02,-6.869493e-03,1.694628e-03
1.619751e+00,-1.381861e-02,-1.085022e-02,-1.019854e-04
1.619873e+00,-1.708819e-02,-2.923083e-03,-9.880832e-04
1.619995e+00,-1.049990e-02,-9.084179e-03,-6.291135e-03
1.620117e+00,-9.369941e-03,-1.132157e-02,3.655704e-03
1.620239e+00,-1.061282e-02,-1.189527e-02,7.729324e-04
1.620361e+00,-1.531386e-02,-1.208374e-03,-1.774930e-03
1.620483e+00,-9.292206e-03,-1.453937e-02,3.014992e-03
1.620605e+00,-9.984981e-03,-1.127923e-02,-7.623775e-04
1.620728e+00,-4.889135e-03,-7.248429e-03,-8.424945e-04
1.620850e+00,-1.336462e-02,-4.943698e-04,3.227207e-03
1.620972e+00,-1.132443e-02,-8.781407e-03,1.995970e-03
1.621094e+00,-1.240833e-02,-1.841074e-02,1.357783e-03
1.621216e+00,-8.358516e-03,-5.143617e-03,7.859978e-04
1.621338e+00,-5.497932e-03,-4.186856e-03,1.326968e-04
1.621460e+00,-1.200077e-02,-6.809532e-03,3.138207e-03
1.621582e+00,-1.112966e-02,-3.051288e-03,3.321302e-04
1.621704e+00,-5.837749e-03,-1.737273e-02,4.345486e-03
1.621826e+00,-5.973407e-03,-1.529100e-02,-1.011795e-03
1.621948e+00,-1.216177e-02,-1.307765e-02,6.035340e-03
1.622070e+00,-3.386985e-03,-1.018148e-02,-3.567045e-03
1.622192e+00,-1.020628e-02,-1.209748e-02,3.652602e-03
1.622314e+00,-9.430905e-03,-1.114085e-02,-1.253225e-03
1.622437e+00,-5.772920e-03,-5.532004e-03,1.801875e-03
1.622559e+00,-1.394311e-02,-1.241366e-02,-4.354180e-03
1.622681e+00,-1.500598e-02,-1.053322e-02,1.215884e-03
1.622803e+00,-9.615771e-03,-1.597454e-02,1.070554e-03
1.622925e+00,-1.027224e-02,-8.949933e-03,1.191150e-03
1.623047e+00,-1.520452e-03,-5.337652e-03,2.750717e-03
1.623169e+00,-1.826020e-03,-6.329787e-04,3.048616e-03
1.623291e+00,-7.660570e-03,-5.062500e-03,5.845484e-03
1.623413e+00,-1.011559e-02,-8.828973e-03,-1.949146e-03
1.623535e+00,-1.202856e-02,-6.808149e-03,-2.247050e-03
